,Building,Ecost_base (€),Ecost_SC (€),Ecost_EC (€),Ecost_EC_BESS (€),Savings_SC (€),Savings_SC (%),Savings_EC (€),Savings_EC (%),Savings_EC_BESS (€),Savings_EC_BESS (%),Income_PV_SC(€),Income_PV_EC(€),Income_PV_EC_B(€),incomeEC_total,incomeEC_b_total,PV_Power_W,PV_Investment_€
32,dasFlores7,116.04577250000001,76.92990929999999,76.43777154334677,2.2525665120869993,39.11586320000002,0.33707271154578267,39.60800095665324,0.3413136049971423,113.79320598791301,0.9805889825750697,481.9161078000001,481.3089370620076,455.86970576185996,127679.1579222,91635.97396047912,5763.200000000001,6339.520000000001
33,dasFlores8,412.91526049999993,280.8366678,269.0560020937025,17.290326785463776,132.07859269999994,0.31986851864003696,143.85925840629744,0.34839898683351633,395.62493371453616,0.9581262102918481,615.573257,611.3168945762332,579.0061879150575,127679.1579222,91635.97396047912,5816.0,6397.6
34,dasFlores9,203.7816479,135.06175440000004,134.35611338490415,4.018595904168122,68.71989349999996,0.33722317101745236,69.42553451509585,0.3406859019471883,199.7630519958319,0.9802798929855542,539.6028074000001,540.098370957634,511.5518671933499,127679.1579222,91635.97396047912,5072.0,5579.200000000001
35,Escola12,272.3540419,49.5564336,40.305256660723245,1.1375862254162725,222.79760830000004,0.8180440677352033,232.04878523927678,0.8520115347672274,271.21645567458376,0.9958231344118111,497.97769100000005,508.45354642587995,481.5796066817653,127679.1579222,91635.97396047912,5467.200000000001,6013.920000000001
36,Escola16,318.74100749999997,55.700418600000006,49.084593984536625,4.459607195617073,263.0405889,0.8252486586621586,269.6564135154633,0.8460047724341316,314.2814003043829,0.986008680744924,1117.2733279,1147.310560224946,1086.6703009918122,127679.1579222,91635.97396047912,13676.8,15044.480000000003
37,Escola17,694.401946,408.35887110000004,110.20253883710582,9.2887999880562,286.0430748999999,0.41192723688017996,584.1994071628941,0.8412986319063313,685.1131460119437,0.9866233093936977,240.1064829,250.7105460282915,237.4594237683731,127679.1579222,91635.97396047912,4990.400000000001,5489.440000000001
38,Escola18,284.37233619999995,46.2630276,41.69486249390516,3.5537089580297216,238.10930859999996,0.8373153021204459,242.6774737060948,0.8533793298917056,280.8186272419702,0.987503323967735,1767.0951297000001,1831.1926266059127,1734.40628171128,127679.1579222,91635.97396047912,24291.2,26720.32
39,Escola19,1311.168823,743.7132144,205.25932157400422,15.514152809535092,567.4556086,0.4327860750239941,1105.9095014259958,0.843453170962101,1295.654670190465,0.9881676924150483,492.0001616,511.8711307861886,484.8165571241575,127679.1579222,91635.97396047912,9444.8,10389.28
40,Escola1,453.9113196,493.88106960000005,72.0940862607927,4.994861328831168,-39.96975000000003,-0.08805629706530023,381.8172333392073,0.8411714289823745,448.91645827116884,0.9889959533654442,-0.0,0.0,0.0,127679.1579222,91635.97396047912,0.0,0.0
41,Escola2,7259.202516699999,2692.0441440000004,1124.571029806233,70.16350313078598,4567.158372699999,0.6291542855008002,6134.631486893766,0.8450833921192961,7189.039013569213,0.9903345439158954,5581.5143334,5871.136528015776,5560.821907550508,127679.1579222,91635.97396047912,93401.6,102741.76
42,Escola7,2864.9238477999997,741.8353131000001,436.6390830076133,22.62219526125415,2123.0885346999994,0.7410628161479188,2428.2847647923863,0.8475913824575434,2842.3016525387457,0.992103735923513,4057.0355363999997,4271.538481727635,4045.7694442618895,127679.1579222,91635.97396047912,66507.2,73157.92
43,EscPrima2,1012.3897621,661.7840391,660.7531903775157,18.91540760956709,350.605723,0.34631496299679937,351.6365717224843,0.3473331960539433,993.4743544904329,0.9813160816933482,2929.8064429,2909.6549066812195,2755.8672279680422,127679.1579222,91635.97396047912,25220.8,27742.88
44,EvaristoSilva2,1278.7303035999998,838.6444899,835.849851853809,25.695744995825688,440.0858136999998,0.3441584300153281,442.88045174619083,0.346343908875353,1253.0345586041742,0.979905266244583,2119.8039793,2088.5892977724698,1978.1984403714537,127679.1579222,91635.97396047912,16860.8,18546.88
45,EvaristoSilva3,1310.1150199,873.4760928000001,865.6314834984107,26.144630472020985,436.63892710000005,0.33328289537000216,444.4835364015894,0.33927062101426514,1283.9703894279792,0.9800440189793286,2555.2087888000005,2515.973835001318,2382.993880952652,127679.1579222,91635.97396047912,17276.8,19004.48
46,EvaristoSilva4,3284.0872093,2176.2148932,2153.3072743368066,67.08495282639801,1107.8723160999998,0.33734558356510325,1130.7799349631932,0.34432092173466305,3217.002256473602,0.9795727249153359,3798.634634,3613.2083795285985,3422.234897374832,127679.1579222,91635.97396047912,28569.6,31426.56
47,EvaristoSilva5,3293.8812303,2157.588468,2145.1027143828883,65.78001817109929,1136.2927623,0.34497077546311794,1148.7785159171117,0.3487613655737318,3228.101212128901,0.9800296326515975,4279.9482453,4063.261995123562,3848.5012587906513,127679.1579222,91635.97396047912,28649.6,31514.56
48,EvaristoSilva6,3536.8028698,2367.9236052,2322.8754197407297,110.94201463086057,1168.8792645999997,0.330490363084923,1213.92745005927,0.34322734253150944,3425.860855169139,0.9686321181261838,3896.7516303,3779.577245910853,3579.8104591929205,127679.1579222,91635.97396047912,28403.2,31243.520000000004
49,EvaristoSilva7,4633.4650616,2991.6852543000005,2985.9698430771678,136.17551286938772,1641.7798072999994,0.35433089177823,1647.4952185228321,0.3555643986994755,4497.289548730612,0.9706104371007463,5567.8648488,5469.576137833354,5180.485697640292,127679.1579222,91635.97396047912,29760.0,32736.000000000004
50,EvaristoSilva8,4826.3703914,3195.8100909000004,3134.361926405211,149.08810255950522,1630.5603004999994,0.33784400455577507,1692.008464994789,0.35057575937597757,4677.282288840494,0.9691096848212971,4094.0513923,4159.950546496261,3940.079407606812,127679.1579222,91635.97396047912,33209.6,36530.560000000005
51,Gimno2,1440.3826227,430.511472,223.9840697322466,17.189967214949306,1009.8711506999999,0.7011131172958713,1216.3985529677534,0.8444968259111679,1423.1926554850506,0.9880656938343739,1862.8510221000001,1962.4361066126296,1858.7129837206726,127679.1579222,91635.97396047912,28611.2,31472.32
52,Gimno3,1701.4137822,431.5427694,261.09505247738684,15.71084566534431,1269.8710128,0.7463622465535709,1440.3187297226132,0.8465422960546494,1685.7029365346557,0.9907660054069684,2433.8245048,2548.8766136478444,2414.157607335749,127679.1579222,91635.97396047912,35137.600000000006,38651.36000000001
53,Gimno4,2751.0641983,760.6330686000001,421.46548131961015,26.218798629938675,1990.4311297,0.7235131520849176,2329.59871698039,0.8467991108386159,2724.8453996700614,0.9904695795008563,3547.3012340000005,3730.7704470671806,3533.58330795019,127679.1579222,91635.97396047912,56923.2,62615.52
54,NoeLuis10,271.3759062,185.48034660000002,179.367753798548,5.3956569787739035,85.89555959999996,0.3165187389063796,92.00815240145198,0.3390431880626991,265.9802492212261,0.9801174059468736,263.9656071,263.7013648698878,249.7636223961273,127679.1579222,91635.97396047912,2910.4,3201.4400000000005
55,NoeLuis11,56.767646400000004,36.8742492,36.866426151361544,1.0998087571536448,19.893397200000003,0.3504354762187217,19.90122024863846,0.35057328444461383,55.66783764284636,0.9806261343053735,973.9104003,954.3147012021624,903.8750967244142,127679.1579222,91635.97396047912,5366.4,5903.04
56,NoeLuis12,218.1795078,146.24049960000002,143.18517464734967,4.289803805613554,71.93900819999999,0.32972394577929276,74.99433315265034,0.3437276667678427,213.88970399438645,0.9803381910204605,477.6940793,512.4137132481376,485.3304617875325,127679.1579222,91635.97396047912,5131.2,5644.320000000001
57,NoeLuis13,201.1788793,130.9372659,130.85338050786436,3.9836498944513226,70.2416134,0.3491500382366431,70.32549879213565,0.34956700741565194,197.19522940554867,0.9801984686050921,712.5738085,716.7134204896031,678.832057656305,127679.1579222,91635.97396047912,4923.2,5415.52
58,NoeLuis14,190.3196576,124.83731790000002,124.69548437375617,3.7292838695489348,65.48233969999998,0.3440650352452083,65.62417322624383,0.3448102736931565,186.59037373045106,0.9804051566896633,667.3897131,652.8839107927909,618.3762099381463,127679.1579222,91635.97396047912,5808.0,6388.8
59,NoeLuis15,210.43452200000002,143.92437300000003,139.02673031235832,4.192516756880709,66.51014899999998,0.31606101683258975,71.40779168764169,0.3393349675185029,206.2420052431193,0.9800768585067011,256.1191883,250.7527813003684,237.49942672608265,127679.1579222,91635.97396047912,3262.4,3588.6400000000003
60,NoeLuis16,129.5150446,85.8653397,85.17872273853648,2.558882792518474,43.6497049,0.3370242046768364,44.33632186146353,0.342325650262437,126.95616180748154,0.9802425826248877,438.85622509999996,426.93918974883627,404.3736316160169,127679.1579222,91635.97396047912,3144.0,3458.4
