MONTH,DAY,Tariff_base,Tariff_self_cons,Tariff_EC,Tariff_EC_BESS,Tariff_surp
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,FRIDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,SATURDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,SUNDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,MONDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,TUESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,WEDNESDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1044,0.1044,0.1044,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
FEBRUARY,THURSDAY,0.1583,0.1917,0.1917,0.1917,0.0331
